avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
5.909,0.809,0.021,0.182,0.117,6.909,0.026,0.727,0,0,-1,0.895,malware
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
2.667,0.732,0.598,3.267,0.183,4,0.817,0.4,0.073,0.102,0.122,0.804,Defacement
7.333,0.731,0.03,0.182,0.164,4.455,0.041,0.455,0.343,0.81,-1,0.823,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
3.5,0.575,0.192,0.692,0.277,2.077,0.333,0.462,0.085,0.154,0.444,0.751,Defacement
6.3,0.72,0.02,0.095,0.21,3.429,0.028,0.714,0.04,0.111,-1,0.87,malware
3,0.582,0.03,0.095,0.313,1.857,0.051,0.381,0.149,0.31,-1,0.81,malware
4.308,0.842,0.024,0.333,0.073,11.5,0.029,0.667,0.134,0.036,-1,1,malware
4.333,0.725,0.125,0.667,0.188,3.867,0.172,0.733,0.138,0.148,0.4,0.77,malware
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0,0,-1,0.87,malware
3,0.432,0.046,0.111,0.409,1.056,0.105,0.667,0,0,-1,0.84,Defacement
8.143,0.733,0.023,0.125,0.186,3.938,0.032,0.813,0.163,0.438,-1,0.895,malware
3.778,0.618,0.029,0.105,0.279,2.211,0.048,0.474,0.044,0,-1,0.892,malware
2.6,0.747,0.54,3.133,0.172,4.333,0.723,0.533,0.184,0.214,0.255,0.817,malware
5,0.615,0.026,0.087,0.295,2.087,0.042,0.696,0,0,-1,0.813,malware
2.667,0.746,0.646,3.381,0.191,3.905,0.866,0.524,0.046,0.062,0.07,0.775,Defacement
2.8,0.593,0.271,0.941,0.288,2.059,0.457,0.588,0.068,0.133,0.25,0.788,Defacement
4.273,0.677,0.091,0.36,0.253,2.68,0.134,0.72,0.04,0.115,0.333,0.774,malware
5.615,0.766,0.073,0.409,0.177,4.318,0.095,0.682,0.024,0.125,0.333,0.801,malware
2.667,0.824,0.722,6.5,0.111,7.417,0.876,0.75,0.213,0.261,0.295,0.843,Defacement
2.667,0.737,0.621,3.278,0.19,3.889,0.843,0.833,0.021,0.029,0.034,0.867,Defacement
3.25,0.61,0.195,0.889,0.22,2.778,0.32,0.778,0.146,0.158,0.375,1,Defacement
2.667,0.652,0.528,1.958,0.27,2.417,0.81,0.417,0.045,0.07,0.085,0.757,Defacement
2.667,0.804,0.738,4.769,0.155,5.192,0.919,0.615,0.024,0.03,0.032,0.84,Defacement
7,0.723,0.031,0.182,0.169,4.273,0.043,1,0.277,0.375,-1,0.823,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.784,malware
4.909,0.727,0.023,0.118,0.193,3.765,0.031,0.471,0.023,0,-1,0.816,Defacement
3,0.314,0.057,0.118,0.486,0.647,0.182,0.412,0,0,-1,0.806,Defacement
6.286,0.735,0.029,0.182,0.162,4.546,0.04,0.455,0.368,0.826,-1,0.842,malware
3.667,0.463,0.122,0.333,0.366,1.267,0.263,0.533,0.049,0.111,0.4,0.77,Defacement
4.25,0.5,0.05,0.1,0.5,1,0.1,0.25,0,0,-1,0.728,malware
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
4.714,0.629,0.032,0.125,0.258,2.438,0.051,0.375,0.048,0.167,-1,0.832,Defacement
3,0.447,0.132,0.357,0.368,1.214,0.294,0.571,0.053,0.125,0.4,0.836,Defacement
3.2,0.698,0.365,1.917,0.191,3.667,0.523,0.833,0.032,0,0,0.907,malware
4.333,0.621,0.379,1.389,0.273,2.278,0.61,0.444,0.121,0.2,0.32,0.82,Defacement
3,0.262,0.048,0.083,0.571,0.458,0.182,0.708,0,0,-1,0.78,Defacement
5.083,0.804,0.088,0.692,0.128,6.308,0.11,0.769,0.029,0.136,0.333,0.917,malware
3,0.462,0.154,0.429,0.359,1.286,0.333,0.643,0.051,0.118,0.333,0.887,Defacement
2.667,0.708,0.584,2.737,0.214,3.316,0.825,0.684,0.034,0.048,0.058,0.808,Defacement
3,0.164,0.033,0.046,0.721,0.227,0.2,0.273,0,0,0,0.692,malware
7.778,0.757,0.019,0.111,0.175,4.333,0.026,0.611,0.078,0.2,-1,0.83,malware
3.111,0.785,0.022,0.154,0.14,5.615,0.027,0.769,0.086,-1,-1,0.901,malware
2.667,0.72,0.602,2.947,0.204,3.526,0.836,0.684,0.054,0.076,0.089,0.808,Defacement
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.067,0.09,0.105,0.836,malware
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
5.333,0.674,0.092,0.36,0.255,2.64,0.136,0.72,0.031,0.103,0.333,0.774,malware
3.333,0.789,0.644,4.833,0.133,5.917,0.817,0.833,0.033,0.043,0.052,0.907,malware
4.1,0.652,0.098,0.36,0.272,2.4,0.15,0.72,0.033,-1,0.333,0.774,malware
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
5.167,0.529,0.029,0.08,0.368,1.44,0.056,0.44,0,0,-1,0.774,malware
3.5,0.812,0.681,4.947,0.138,5.895,0.839,0.632,0.044,0.058,0.064,0.743,Defacement
4.333,0.725,0.125,0.667,0.188,3.867,0.172,0.733,0.138,0.148,0.4,0.77,malware
4.714,0.687,0.09,0.429,0.209,3.286,0.13,0.714,0.493,0.783,1,0.85,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
3.667,0.463,0.122,0.333,0.366,1.267,0.263,0.533,0.049,0.111,0.4,0.77,Defacement
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
6.5,0.763,0.021,0.125,0.165,4.625,0.027,0.875,0,0,-1,0.832,malware
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
7.875,0.737,0.021,0.111,0.19,3.889,0.029,0.611,0.484,-1,-1,0.724,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
2.667,0.746,0.656,3.333,0.197,3.792,0.879,0.5,0.057,0.078,0.088,0.816,Defacement
2.667,0.764,0.66,3.889,0.17,4.5,0.864,0.667,0.047,0.063,0.071,0.857,Defacement
4.556,0.702,0.107,0.5,0.214,3.278,0.153,0.611,0.036,0.107,0.333,0.83,malware
3.167,0.522,0.044,0.091,0.478,1.091,0.083,0.546,0,0,-1,0.786,malware
2.667,0.678,0.552,2.286,0.241,2.81,0.814,0.524,0.058,0.086,0.104,0.832,Defacement
3,0.262,0.048,0.083,0.571,0.458,0.182,0.708,0,0,-1,0.761,Defacement
4.286,0.529,0.029,0.08,0.368,1.44,0.056,0.72,0,0,-1,0.774,malware
4.3,0.729,0.106,0.563,0.188,3.875,0.145,0.813,0.035,0.103,0.333,0.895,malware
5.2,0.744,0.024,0.143,0.171,4.357,0.033,0.786,0.049,0.121,-1,0.925,malware
4.556,0.636,0.026,0.095,0.273,2.333,0.041,0.714,0.026,0.091,-1,0.87,malware
4.615,0.849,0.023,0.333,0.07,12.167,0.027,0.667,0.128,0.033,-1,1,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
6.833,0.719,0.031,0.182,0.172,4.182,0.044,1,0.281,0.375,-1,0.823,malware
4.556,0.702,0.107,0.5,0.214,3.278,0.153,0.611,0.036,0.107,0.333,0.83,malware
5.429,0.677,0.031,0.143,0.215,3.143,0.046,0.786,0,0,-1,0.925,malware
9.167,0.732,0.024,0.133,0.183,4,0.033,0.533,0.317,0.44,-1,0.851,malware
2.75,0.728,0.583,2.857,0.204,3.571,0.8,0.381,0.039,0.057,0.067,0.875,Defacement
5.36,0.859,0.011,0.105,0.103,8.316,0.013,0.474,0.038,0.049,-1,0.808,Defacement
5.2,0.744,0.024,0.143,0.171,4.357,0.033,0.786,0.049,0.121,-1,0.925,malware
2.455,0.696,0.145,0.714,0.203,3.429,0.208,0.714,0.203,-1,0.4,0.784,malware
3.2,0.731,0.462,2.571,0.18,4.071,0.632,0.571,0.051,0,0,0.761,malware
6.167,0.618,0.029,0.105,0.279,2.211,0.048,0.632,0.059,0,-1,0.867,malware
3.5,0.739,0.462,3,0.154,4.8,0.625,0.7,0.077,0.132,0.167,0.94,malware
2.25,0.881,0.826,9.238,0.089,9.857,0.937,0.714,0.111,0.128,0.134,0.797,Defacement
1.333,0.154,0.051,0.077,0.667,0.231,0.333,0.423,0,0,-1,0.814,Defacement
3.4,0.553,0.053,0.118,0.447,1.235,0.095,0.706,0,0,-1,0.845,malware
2,0.539,0.452,1.13,0.4,1.348,0.839,0.326,0.13,0.17,0.173,0.741,malware
5.375,0.725,0.029,0.167,0.174,4.167,0.04,0.417,0.319,-1,-1,0.843,malware
2.667,0.742,0.618,3.438,0.18,4.125,0.833,0.625,0.045,0.062,0.073,0.82,Defacement
2.455,0.696,0.145,0.714,0.203,3.429,0.208,0.714,0.203,-1,0.4,0.784,malware
2.333,0.719,0.547,3.182,0.172,4.182,0.761,0.727,0.031,0.056,0.057,0.947,malware
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
7.6,0.646,0.031,0.125,0.246,2.625,0.048,0.875,0,0,-1,0.832,malware
2.667,0.785,0.7,4.333,0.162,4.857,0.892,0.524,0.069,0.089,0.099,0.75,Defacement
3.125,0.672,0.156,0.714,0.219,3.071,0.233,0.714,0.172,0.2,0.4,0.798,malware
3.778,0.656,0.031,0.133,0.234,2.8,0.048,0.8,0,0,-1,0.864,malware
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.056,0.075,0.088,0.836,malware
9.167,0.732,0.024,0.133,0.183,4,0.033,0.533,0.317,0.44,-1,0.851,malware
6.25,0.431,0.031,0.067,0.462,0.933,0.071,0.9,0,0,-1,0.775,malware
5.7,0.724,0.086,0.409,0.21,3.455,0.118,0.682,0.029,0.158,0.333,0.801,malware
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
4.2,0.785,0.542,3.625,0.15,5.25,0.691,0.563,0.028,0.041,0.052,0.75,malware
2.667,0.766,0.664,3.944,0.168,4.556,0.866,0.333,0.037,0.049,0.056,0.857,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.5,0.738,0.475,2.714,0.175,4.214,0.644,0.5,0.25,0.444,0.526,0.836,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.747,malware
3.5,0.425,0.05,0.087,0.575,0.739,0.118,0.435,0,0,-1,0.804,malware
2.667,0.815,0.753,5.154,0.146,5.577,0.924,0.385,0.034,0.042,0.045,0.847,Defacement
4.556,0.702,0.107,0.5,0.214,3.278,0.153,0.611,0.036,0.107,0.333,0.83,malware
4.182,0.7,0.025,0.118,0.213,3.294,0.036,0.824,0,0,-1,0.827,Defacement
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
2.667,0.756,0.628,3.857,0.163,4.643,0.831,0.786,0.035,0.047,0.056,0.836,malware
4.6,0.724,0.026,0.143,0.184,3.929,0.036,0.786,0,0,-1,0.925,malware
3.667,0.509,0.038,0.077,0.491,1.039,0.074,0.808,0,0,-1,0.739,malware
2.667,0.781,0.667,4.571,0.146,5.357,0.853,0.786,0.031,0.041,0.047,0.963,Defacement
2.667,0.699,0.566,2.611,0.217,3.222,0.81,0.333,0.048,0.07,0.085,0.847,Defacement
4.714,0.718,0.018,0.083,0.218,3.292,0.025,0.708,0.091,0,-1,0.791,Defacement
1,0.682,0.606,2.857,0.212,3.214,0.889,0.571,0.076,0.024,0.025,0.761,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
2.667,0.637,0.517,1.808,0.286,2.231,0.81,0.423,0.044,0.07,0.085,0.814,Defacement
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.798,malware
2.667,0.689,0.583,2.4,0.243,2.84,0.845,0.44,0.039,0.057,0.067,0.832,Defacement
2.667,0.848,0.803,6.533,0.123,6.9,0.947,0.667,0.012,0.015,0.015,0.781,Defacement
4.375,0.716,0.135,0.714,0.189,3.786,0.189,0.571,0.122,0.16,0.4,0.761,malware
2.667,0.758,0.672,3.583,0.188,4.042,0.887,0.583,0.047,0.063,0.07,0.773,Defacement
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
4.333,0.883,0.79,10.385,0.076,11.615,0.894,0.769,0.152,0.173,0.193,0.86,malware
4.333,0.734,0.127,0.714,0.177,4.143,0.172,0.571,0.101,0.148,0.4,0.747,malware
2.667,0.876,0.832,8.667,0.096,9.125,0.95,0.583,0.128,0.147,0.154,0.823,Defacement
4.067,0.708,0.019,0.083,0.226,3.125,0.027,0.708,0.113,0,-1,0.791,Defacement
2.667,0.85,0.79,7,0.113,7.524,0.93,0.714,0.038,0.045,0.048,0.802,Defacement
5.375,0.641,0.026,0.095,0.269,2.381,0.04,0.714,0.013,0.067,-1,0.87,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
2.667,0.727,0.584,3.214,0.182,4,0.804,0.786,0,0,0,0.836,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
5.546,0.8,0.022,0.182,0.122,6.546,0.028,0.727,0,0,-1,0.895,malware
3.4,0.529,0.098,0.294,0.333,1.588,0.185,0.588,0.039,0.091,0.4,0.788,Defacement
4.571,0.623,0.033,0.125,0.262,2.375,0.053,0.875,0,0,-1,0.875,Defacement
7.167,0.727,0.03,0.182,0.167,4.364,0.042,1,0.273,0.375,-1,0.823,malware
5.714,0.687,0.03,0.143,0.209,3.286,0.044,0.5,0.119,0.184,-1,0.85,malware
5.75,0.464,0.036,0.087,0.411,1.13,0.077,0.565,0.018,0.04,-1,0.844,Defacement
2.667,0.659,0.524,2.048,0.256,2.571,0.796,0.714,0.012,0.019,0.023,0.87,malware
3.2,0.731,0.462,2.571,0.18,4.071,0.632,0.571,0.051,0,0,0.761,malware
4.714,0.677,0.088,0.4,0.221,3.067,0.13,0.533,0.456,0.783,1,0.829,malware
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
2.667,0.508,0.333,0.875,0.381,1.333,0.656,0.583,0,0,0,0.773,Defacement
2.75,0.661,0.419,1.857,0.226,2.929,0.634,0.357,0,0,0,0.836,Defacement
3,0.552,0.134,0.391,0.343,1.609,0.243,0.87,0.045,0.13,0.333,0.82,malware
3.6,0.617,0.128,0.546,0.234,2.636,0.207,0.727,0.021,0.059,0.167,0.895,Defacement
3.333,0.789,0.644,4.833,0.133,5.917,0.817,0.833,0.033,0.043,0.052,0.907,malware
1,0.681,0.609,2.8,0.217,3.133,0.894,0.733,0.101,0,0,0.77,malware
3.6,0.55,0.05,0.182,0.275,2,0.091,0.727,0,0,-1,0.895,Defacement
4.556,0.7,0.029,0.143,0.2,3.5,0.041,0.786,0.014,0.048,-1,0.925,malware
3.833,0.571,0.041,0.095,0.429,1.333,0.071,0.286,0,0,-1,0.832,malware
4.4,0.806,0.03,0.333,0.09,9,0.037,0.667,0.179,0.073,-1,1,malware
5.444,0.713,0.025,0.125,0.2,3.563,0.035,0.375,0.05,0.105,-1,0.832,Defacement
4.333,0.596,0.039,0.095,0.404,1.476,0.065,0.762,0,0,-1,0.797,malware
5,0.786,0.024,0.182,0.131,6,0.03,0.727,0,0,-1,0.895,malware
7.6,0.627,0.03,0.111,0.269,2.333,0.048,0.444,0.463,0.742,-1,0.75,malware
2.667,0.728,0.632,3,0.211,3.458,0.868,0.417,0.035,0.049,0.056,0.757,Defacement
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
4,0.713,0.368,1.778,0.207,3.444,0.516,0.611,0.035,0.049,0.094,0.883,Defacement
1,0.681,0.609,2.8,0.217,3.133,0.894,0.733,0.101,0,0,0.77,malware
3.5,0.544,0.228,0.684,0.333,1.632,0.419,0.421,0.035,0.087,0.154,0.833,Defacement
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
5,0.663,0.025,0.1,0.25,2.65,0.038,0.75,0.488,0.7,-1,0.829,malware
5.571,0.643,0.029,0.111,0.257,2.5,0.044,0.611,0.057,0.333,-1,0.883,malware
3.1,0.708,0.139,0.714,0.194,3.643,0.196,0.571,0.125,0.167,0.4,0.723,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
6.167,0.618,0.029,0.105,0.279,2.211,0.048,0.632,0.059,0,-1,0.867,malware
3.667,0.488,0.146,0.429,0.342,1.429,0.3,0.5,0.073,0.158,0.5,0.836,Defacement
3.7,0.667,0.029,0.125,0.232,2.875,0.044,0.375,0.029,-1,-1,0.758,malware
3.75,0.753,0.519,3.231,0.161,4.692,0.689,0.769,0.21,0.283,0.333,0.86,malware
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.067,0.09,0.105,0.836,malware
3,0.229,0.042,0.067,0.625,0.367,0.182,0.667,0,0,-1,0.781,Defacement
4.077,0.731,0.177,0.84,0.21,3.48,0.241,0.72,0.109,0.3,0.571,0.774,malware
3,0.438,0.188,0.414,0.453,0.966,0.429,0.897,0.016,0.046,0.083,0.745,Defacement
4.333,0.656,0.406,1.733,0.234,2.8,0.619,0.333,0.141,0.22,0.346,0.735,Defacement
3,0.306,0.056,0.111,0.5,0.611,0.182,0.611,0,0,-1,0.857,Defacement
4,0.638,0.029,0.111,0.261,2.444,0.046,0.444,0.087,0.188,-1,0.867,malware
8,0.738,0.024,0.133,0.179,4.133,0.032,0.533,0.31,0.431,-1,0.851,malware
4.833,0.764,0.371,2.357,0.157,4.857,0.485,0.714,0.079,0.023,0.03,0.784,malware
3.889,0.672,0.031,0.143,0.219,3.071,0.047,0.786,0.016,0.067,-1,0.925,malware
6,0.686,0.029,0.133,0.214,3.2,0.042,0.467,0.286,0.206,-1,0.851,malware
3,0.474,0.316,0.727,0.434,1.091,0.667,0.303,0.053,0.114,0.167,0.791,Defacement
4.8,0.793,0.643,3.758,0.171,4.636,0.811,0.333,0.088,0.126,0.137,0.785,Defacement
3.667,0.463,0.122,0.333,0.366,1.267,0.263,0.533,0.049,0.111,0.4,0.77,Defacement
23.333,0.74,0.126,0.652,0.193,3.826,0.171,0.391,0.353,0.525,0.067,0.858,malware
2.667,0.674,0.547,2.238,0.244,2.762,0.81,0.524,0.047,0.07,0.085,0.775,Defacement
5,0.691,0.029,0.143,0.206,3.357,0.043,0.786,0,0,-1,0.925,malware
2.8,0.797,0.636,4.412,0.144,5.529,0.798,0.588,0.237,0.301,0.373,0.845,Defacement
2.667,0.652,0.528,1.958,0.27,2.417,0.81,0.417,0.045,0.07,0.085,0.721,Defacement
3.75,0.753,0.519,3.231,0.161,4.692,0.689,0.769,0.21,0.283,0.333,0.86,malware
2.667,0.708,0.556,2.857,0.194,3.643,0.784,0.786,0.042,0.06,0.075,0.836,malware
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
5.875,0.647,0.024,0.087,0.271,2.391,0.036,0.696,0,0,-1,0.813,malware
2.5,0.738,0.475,2.714,0.175,4.214,0.644,0.5,0.25,0.444,0.526,0.836,malware
5.083,0.804,0.088,0.692,0.128,6.308,0.11,0.769,0.029,0.136,0.333,0.917,malware
2.333,0.444,0.167,0.462,0.361,1.231,0.375,0.462,0.083,0.2,0.5,0.776,Defacement
5.636,0.802,0.022,0.182,0.121,6.636,0.027,0.727,0,0,-1,0.895,malware
4.364,0.725,0.025,0.133,0.188,3.867,0.035,0.8,0,0,-1,0.864,malware
6.667,0.423,0.039,0.087,0.442,0.957,0.091,0.565,0,0,-1,0.844,Defacement
2.8,0.529,0.059,0.222,0.265,2,0.111,0.667,0.059,0.167,-1,0.93,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
3.4,0.776,0.57,3.588,0.159,4.882,0.735,0.588,0.224,0.312,0.393,0.845,Defacement
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
2.333,0.46,0.189,0.539,0.351,1.308,0.412,0.462,0.108,0.25,0.571,0.776,Defacement
4.2,0.446,0.036,0.083,0.429,1.042,0.08,0.625,0,0,-1,0.748,malware
2.667,0.629,0.506,1.731,0.292,2.154,0.804,0.615,0.023,0.036,0.044,0.84,Defacement
2.667,0.691,0.577,2.435,0.237,2.913,0.836,0.565,0.052,0.076,0.089,0.805,Defacement
4.5,0.672,0.031,0.143,0.219,3.071,0.047,0.786,0.063,0.121,-1,0.925,malware
2.667,0.761,0.641,3.933,0.163,4.667,0.843,0.6,0.054,0.073,0.085,0.782,Defacement
2.5,0.663,0.511,1.958,0.261,2.542,0.771,0.708,0.054,0.07,0.085,0.78,Defacement
2.5,0.738,0.475,2.714,0.175,4.214,0.644,0.5,0.25,0.444,0.526,0.836,malware
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
2.667,0.652,0.533,1.96,0.272,2.4,0.817,0.6,0.065,0.102,0.122,0.815,Defacement
2.667,0.761,0.636,4,0.159,4.786,0.836,0.786,0.057,0.076,0.089,0.836,malware
4.333,0.883,0.79,10.385,0.076,11.615,0.894,0.769,0.152,0.173,0.193,0.86,malware
3.467,0.778,0.101,0.667,0.152,5.133,0.13,0.733,0.152,-1,0.4,0.77,malware
7.833,0.722,0.028,0.154,0.181,4,0.039,0.462,0.319,0.81,-1,0.776,malware
5.455,0.8,0.09,0.692,0.13,6.154,0.113,0.846,0.03,0.107,0.333,0.818,malware
3.8,0.59,0.051,0.222,0.231,2.556,0.087,0.667,0.18,0.444,-1,0.93,Defacement
2.75,0.908,0.842,13.714,0.061,14.786,0.928,0.357,0.105,0.119,0.125,0.836,Defacement
4.308,0.842,0.024,0.333,0.073,11.5,0.029,0.667,0.11,0,-1,1,malware
2.5,0.738,0.475,2.714,0.175,4.214,0.644,0.5,0.25,0.444,0.526,0.836,malware
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
6.7,0.768,0.02,0.125,0.162,4.75,0.026,0.563,0.333,-1,-1,0.832,malware
2.667,0.659,0.534,2.044,0.261,2.522,0.81,0.696,0.046,0.07,0.085,0.721,Defacement
2.8,0.915,0.83,15.5,0.054,17.083,0.907,0.5,0.094,0.107,0.113,0.843,Defacement
3.889,0.697,0.118,0.563,0.211,3.313,0.17,0.813,0.04,0.15,0.333,0.895,malware
2.75,0.735,0.554,3.067,0.181,4.067,0.754,0.8,0.301,0.472,0.544,0.966,malware
4.556,0.702,0.107,0.5,0.214,3.278,0.153,0.611,0.036,0.107,0.333,0.83,malware
4.333,0.734,0.127,0.714,0.177,4.143,0.172,0.571,0.101,0.148,0.4,0.723,malware
5,0.5,0.035,0.091,0.379,1.318,0.069,0.727,0.035,0.1,-1,0.862,Defacement
2.667,0.761,0.641,3.933,0.163,4.667,0.843,0.6,0.044,0.058,0.068,0.782,Defacement
7.667,0.689,0.027,0.125,0.216,3.188,0.039,0.875,0.027,0,-1,0.875,Defacement
3.4,0.784,0.103,0.714,0.144,5.429,0.132,0.714,0.134,-1,0.4,0.747,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
2.667,0.74,0.635,3.3,0.192,3.85,0.857,0.4,0.029,0.04,0.046,0.789,Defacement
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
4.333,0.892,0.805,11.462,0.07,12.692,0.903,0.769,0.135,0.171,0.168,0.86,malware
3.833,0.651,0.047,0.133,0.349,1.867,0.071,0.667,0,0,-1,0.761,malware
5,0.653,0.028,0.08,0.347,1.88,0.043,0.6,0,0,-1,0.832,malware
5.3,0.681,0.022,0.091,0.242,2.818,0.032,0.682,0,0,-1,0.801,malware
2.667,0.687,0.554,2.421,0.229,3,0.807,0.684,0.036,0.054,0.065,0.808,Defacement
3.667,0.463,0.122,0.333,0.366,1.267,0.263,0.533,0.049,0.111,0.4,0.77,Defacement
3.375,0.672,0.149,0.667,0.224,3,0.222,0.733,0.299,0.381,0.4,0.77,malware
4.286,0.529,0.029,0.08,0.368,1.44,0.056,0.72,0,0,-1,0.774,malware
2.667,0.629,0.452,1.75,0.258,2.438,0.718,0.563,0.048,0.079,0.107,0.832,Defacement
4.429,0.5,0.027,0.067,0.405,1.233,0.054,0.9,0,0,-1,0.775,malware
4.75,0.616,0.027,0.095,0.288,2.143,0.044,0.714,0,0,-1,0.87,malware
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.045,0.06,0.07,0.836,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
4.75,0.616,0.027,0.095,0.288,2.143,0.044,0.714,0,0,-1,0.87,malware
4.625,0.677,0.031,0.143,0.215,3.143,0.046,0.857,0.062,0,-1,0.925,malware
2.75,0.796,0.651,4.786,0.136,5.857,0.817,0.357,0.068,0.091,0.105,0.836,Defacement
13,0.693,0.216,0.95,0.227,3.05,0.312,0.65,0.273,0.4,0.263,0.789,malware
2.667,0.839,0.774,6.5,0.119,7.05,0.922,0.65,0.089,0.107,0.115,0.806,Defacement
3.333,0.286,0.048,0.087,0.548,0.522,0.167,0.565,0.048,1,-1,0.844,Defacement
2.333,0.703,0.547,2.917,0.188,3.75,0.778,0.583,0.266,0.341,0.429,0.861,malware
4.556,0.702,0.107,0.5,0.214,3.278,0.153,0.611,0.036,0.107,0.333,0.83,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.747,malware
5,0.575,0.05,0.2,0.25,2.3,0.087,0.7,0.025,0,-1,1,Defacement
3,0.725,0.525,2.8,0.188,3.867,0.724,0.333,0.038,0.058,0.071,0.804,Defacement
4.2,0.689,0.027,0.125,0.216,3.188,0.039,0.438,0.338,0.69,-1,0.906,malware
3.5,0.667,0.03,0.133,0.227,2.933,0.046,0.8,0,0,-1,0.864,malware
4.615,0.849,0.023,0.333,0.07,12.167,0.027,0.667,0.128,0.033,-1,1,malware
2.667,0.82,0.721,6.154,0.117,7,0.879,0.539,0.054,0.067,0.075,0.818,Defacement
3.75,0.61,0.117,0.391,0.299,2.044,0.192,0.87,0.039,0.158,0.333,0.82,malware
4.364,0.782,0.103,0.75,0.138,5.667,0.132,0.75,0.058,0.156,0.333,0.843,malware
2.667,0.832,0.758,6.278,0.121,6.889,0.911,0.333,0.054,0.065,0.071,0.857,Defacement
4.714,0.697,0.091,0.462,0.197,3.539,0.13,0.539,0.455,0.783,1,0.917,malware
19.2,0.826,0.017,0.143,0.116,7.143,0.02,0.5,0.116,0.152,-1,0.784,malware
1.333,0.177,0.059,0.095,0.618,0.286,0.333,0.524,0,0,-1,0.81,Defacement
4.333,0.86,0.022,0.333,0.065,13.333,0.025,0.667,0.097,0,-1,1,malware
8.167,0.74,0.027,0.167,0.164,4.5,0.037,0.5,0.233,0.81,-1,0.843,malware
